Name,Team,Goals,Assists,Points
Matt Roy,WSH,1,15,16
Rasmus Sandin,WSH,3,19,22
Trevor Van Riemsdyk,WSH,1,15,16
Martin Fehervary,WSH,0,10,10
Ethan Bear,WSH,0,2,2
Clayton Keller,UT,40,35,75
Barrett Hayton,UT,7,15,22
Nick Schmaltz,UT,30,35,65
Lawson Crouse,UT,30,30,60
Logan Cooley,UT,24,21,45
Dylan Guenther,UT,27,21,48
Mattias Maccelli,UT,16,27,43
Josh Doan,UT,17,17,34
Nick Bjugstad,UT,7,16,23
Alex Kerfoot,UT,4,12,16
Jack McBain,UT,8,16,24
Kevin Stenlund,UT,3,6,9
Michael Carcone,UT,1,2,3
Mikhail Sergachev,UT,11,35,46
Sean Durzi,UT,7,29,36
John Marino,UT,1,21,22
Juuso Valimaki,UT,0,22,22
Ian Cole,UT,2,14,16
Michael Kesselring,UT,0,11,11
Connor Bedard,CHI,39,34,73
Tyler Bertuzzi,CHI,26,46,72
Teuvo Teravainen,CHI,29,47,76
Andreas Athanasiou,CHI,18,23,41
Philip Kurashev,CHI,21,15,36
Taylor Hall,CHI,20,31,51
Jason Dickinson,CHI,13,13,26
Nick Foligno,CHI,9,25,34
Ilya Mikheyev,CHI,10,23,33
Craig Smith,CHI,11,10,21
Ryan Donato,CHI,12,14,26
Lukas Reichel,CHI,6,12,18
Joey Anderson,CHI,1,3,4
Patrick Maroon,CHI,0,0,0
Frank Nazar,CHI,0,4,4
Nolan Slaggert,CHI,2,1,3
Seth Jones,CHI,8,26,34
Alex Vlassic,CHI,3,17,20
Connor Murphy,CHI,5,11,16
Kevin Korchinski,CHI,3,12,15
Alec Martinez,CHI,2,14,16
TJ Brodie,CHI,1,18,19
Nathan MacKinnon,COL,45,56,101
Mikko Rantanen,COL,41,38,79
Jonathan Drouin,COL,26,42,68
Casey Mittelstadt,COL,27,32,59
Artturi Lehkonen,COL,25,40,65
Nikolai Kovalenko,COL,23,35,58
Ross Colton,COL,14,29,43
Miles Wood,COL,7,26,33
Logan O'Connor,COL,20,28,48
Parker Kelly,COL,9,6,15
Chris Wagner,COL,8,5,13
Joel Kiviranta,COL,4,8,12
Gabriel Landeskog,COL,4,1,5
Cale Makar,COL,28,35,63
Devon Toews,COL,5,23,28
Samuel Girard,COL,3,25,28
Josh Manson,COL,3,21,24
Oliver Kylington,COL,0,7,7
Calvin deHaan,COL,1,13,14
Keaton Middleton,COL,1,2,3
Jason Robertson,DAL,26,36,62
Roope Hintz,DAL,45,33,78
Wyatt Johnston,DAL,33,30,63
Jamie Benn,DAL,22,30,52
Tyler Seguin,DAL,18,27,45
Matt Duchene,DAL,19,30,49
Mason Marchment,DAL,12,23,35
Evgeni Dadonov,DAL,13,12,25
Logan Stankoven,DAL,6,26,32
Sam Steel,DAL,3,16,19
Colin Blackwell,DAL,5,8,13
Mavrik Bourque,DAL,12,14,26
Miro Heiskanen,DAL,10,30,40
Esa Lindell,DAL,7,24,31
Thomas Harley,DAL,2,13,15
Ilya Lyubushkin,DAL,1,14,15
Matt Dumba,DAL,0,3,3
Nils Lundkvist,DAL,1,15,16
Brendan Smith,DAL,2,2,4
Kirill Kaprizov,MIN,45,35,80
Matthew Boldy,MIN,33,32,65
Joel Eriksson-Ek,MIN,12,36,48
Mats Zuccarello,MIN,25,34,59
Marcus Foligno,MIN,19,21,40
Ryan Hartman,MIN,22,33,55
Frederick Gaudreau,MIN,7,16,23
Marcus Johansson,MIN,10,12,22
Marco Rossi,MIN,14,15,29
Marat Kushnutdinov,MIN,11,20,31
Yakov Trenin,MIN,8,4,12
Jakub Lauko,MIN,3,11,14
Liam Ohgren,MIN,0,0,0
Brock Faber,MIN,4,23,27
Jonas Brodin,MIN,8,16,24
Jared Spurgeon,MIN,2,23,25
Jake Middleton,MIN,2,13,15
Zach Bogosian,MIN,2,13,15
Jon Merrill,MIN,3,8,11
Filip Forsberg,NSH,48,31,79
Ryan O'Reilly,NSH,25,30,55
Jonathan Marchessault,NSH,43,42,85
Gustav Nyquist,NSH,16,43,59
Steven Stamkos,NSH,32,33,65
Tommy Novak,NSH,20,22,42
Colton Sissons,NSH,10,16,26
Mark Jankowski,NSH,13,10,23
Luke Evangelista,NSH,8,28,36
Cole Smith,NSH,3,18,21
Michael McCarron,NSH,9,11,20
Phil Tomasino,NSH,7,17,24
Juuso Parssinen,NSH,2,7,9
Roman Josi,NSH,24,46,70
Brady Skjei,NSH,7,19,26
Dante Fabbro,NSH,1,22,23
Alexandre Carrier,NSH,1,12,13
Jeremy Lauzon,NSH,1,8,9
Spencer Stastney,NSH,0,5,5
Luke Schenn,NSH,1,3,4
Robert Thomas,STL,28,42,70
Jordan Kyrou,STL,41,37,78
Pavel Buchnevich,STL,26,31,57
Brayden Schenn,STL,17,24,41
Jake Neighbours,STL,22,11,33
Brandon Saad,STL,20,37,57
Radek Faksa,STL,9,15,24
Mathieu Joseph,STL,13,27,40
Dylan Holloway,STL,5,12,17
Alexey Toropchenko,STL,5,5,10
Oskar Sundqvist,STL,8,11,19
Alexandre Texier,STL,11,8,19
Kasperi Kapanen,STL,0,3,3
Colton Parayko,STL,7,16,23
Nick Leddy,STL,4,20,24
Justin Faulk,STL,1,21,22
Philip Broberg,STL,0,15,15
Ryan Suter,STL,0,11,11
Scott Perunovich,STL,0,11,11
Torey Krug,STL,1,2,3
Kyle Connor,WPG,31,31,62
Mark Scheifele,WPG,28,39,67
Gabriel Vilardi,WPG,38,23,61
Cole Perfetti,WPG,15,26,41
Nikolai Ehlers,WPG,23,38,61
Alex Iafallo,WPG,19,21,40
Nino Niederreiter,WPG,16,19,35
Mason Appleton,WPG,9,23,32
Adam Lowry,WPG,7,15,22
Vladislav Namestnikov,WPG,6,7,13
Morgan Barron,WPG,9,7,16
Rasmus Kupari,WPG,4,14,18
Josh Morrissey,WPG,20,42,62
Dylan DeMelo,WPG,4,24,28
Neal Pionk,WPG,1,21,22
Dylan Samberg,WPG,3,20,23
Logan Stanley,WPG,0,10,10
Colin Miller,WPG,0,12,12
Troy Terry,ANA,30,43,73
Alex Killorn,ANA,26,24,50
Leo Carlsson,ANA,14,29,43
Frank Vatrano,ANA,19,18,37
Trevor Zegras,ANA,24,35,59
Cutter Gauthier,ANA,16,18,34
Ryan Strome,ANA,14,15,29
Robby Fabbri,ANA,13,13,26
Mason McTavish,ANA,11,26,37
Brett Leason,ANA,11,14,25
Brock McGinn,ANA,5,8,13
Isac Lundestrom,ANA,5,9,14
Sam Colangelo,ANA,2,2,4
Ross Johnston,ANA,0,1,1
Cam Fowler,ANA,8,18,26
Pavel Mintyukov,ANA,5,24,29
Radko Gudas,ANA,1,18,19
Brian Dumoulin,ANA,2,15,17
Olen Zellweger,ANA,1,6,7
Gustav Lindstrom,ANA,2,17,19
Blake Coleman,CGY,25,31,56
Mikael Backlund,CGY,17,36,53
Jonathan Huberdeau,CGY,21,41,62
Andrei Kuzmenko,CGY,28,24,52
Nazem Kadri,CGY,23,47,70
Connor Zary,CGY,35,21,56
Yegor Sharangovich,CGY,18,15,33
Martin Pospisil,CGY,6,26,32
Anthony Mantha,CGY,18,29,47
Kevin Rooney,CGY,5,8,13
Ryan Lomberg,CGY,6,8,14
Walker Dueher,CGY,15,13,28
Dryden Hunt,CGY,0,3,3
MacKenzie Weegar,CGY,10,14,24
Rasmus Andersson,CGY,8,29,37
Kevin Bahl,CGY,4,7,11
Danill Miromanov,CGY,4,20,24
Tyson Barrie,CGY,3,17,20
Jake Bean,CGY,1,12,13
Brayden Pachal,CGY,0,2,2
Joel Hanley,CGY,0,1,1
Connor McDavid,EDM,45,71,116
Leon Draisaitl,EDM,61,48,109
Ryan Nugent-Hopkins,EDM,19,48,67
Zach Hyman,EDM,29,34,63
Jeff Skinner,EDM,27,25,52
Viktor Arvidsson,EDM,25,24,49
Mattias Janmark,EDM,11,12,23
Connor Brown,EDM,4,18,22
Adam Henrique,EDM,20,27,47
Derek Ryan,EDM,8,16,24
Corey Perry,EDM,5,12,17
Vasaily Podkolzin,EDM,3,7,10
Evander Kane,EDM,0,1,1
Darnell Nurse,EDM,11,31,42
Evan Bouchard,EDM,9,25,34
Mattias Ekholm,EDM,5,35,40
Brett Kulak,EDM,1,7,8
Troy Stecher,EDM,0,10,10
Ty Emberson,EDM,1,12,13
Josh Brown,EDM,1,2,3
Anze Kopitar,LA,36,28,64
Adrian Kempe,LA,39,25,64
Kevin Fiala,LA,34,48,82
Quinton Byfield,LA,11,33,44
Phillip Danault,LA,16,19,35
Arthur Kaliyev,LA,14,26,40
Trevor Moore,LA,10,25,35
Alexis Lafferiere,LA,10,11,21
Warren Foegle,LA,6,23,29
Tanner Jeannot,LA,8,12,20
Trevor Lewis,LA,2,9,11
Alex Turcotte,LA,9,6,15
Drew Doughty,LA,0,3,3
Mikey Anderson,LA,5,13,18
Vladislav Gavrikov,LA,3,11,14
Brandt Clarke,LA,4,20,24
Jordan Spence,LA,1,30,31
Kyle Burroughs,LA,0,6,6
Joel Edmundson,LA,1,3,4
Andreas Englund,LA,0,0,0
Jacob Moverare,LA,1,2,3
Macklin Celebrini,SJ,26,26,52
William Eklund,SJ,27,31,58
Tyler Toffoli,SJ,19,29,48
Mikael Granlund,SJ,12,28,40
Fabian Zetterlund,SJ,23,17,40
Alexander Wennberg,SJ,22,18,40
Will Smith,SJ,13,14,27
Thomas Bordeleau,SJ,9,24,33
Luke Kunin,SJ,5,11,16
Nico Sturm,SJ,5,13,18
Barclay Goodrow,SJ,7,17,24
Ty Dellandrea,SJ,4,13,17
Klim Kostin,SJ,3,9,12
Logan Couture,SJ,0,2,2
Carl Grundstrom,SJ,2,3,5
Mario Ferraro,SJ,1,10,11
Cody Ceci,SJ,6,21,27
Jan Rutta,SJ,2,5,7
Jake Walman,SJ,2,15,17
Matt Benning,SJ,0,8,8
Marc-Eduoard Vlassic,SJ,1,11,12
Jared McCann,SEA,49,36,85
Matty Beniers,SEA,26,35,61
Jordan Eberle,SEA,26,51,77
Yanni Gourde,SEA,10,25,35
Oliver Bjorkstrand,SEA,27,31,58
Chandler Stephenson,SEA,20,35,55
Eeli Tolvanen,SEA,13,11,24
Andre Burakovsky,SEA,18,29,47
Jaden Schwartz,SEA,6,13,19
Brandon Tanev,SEA,11,8,19
Shane Wright,SEA,8,15,23
Tye Kartye,SEA,17,8,25
Vince Dunn,SEA,8,21,29
Adam Larsson,SEA,10,12,22
Jamie Oleksiak,SEA,5,12,17
Brandon Montour,SEA,3,17,20
William Borgen,SEA,2,18,20
Ryker Evans,SEA,2,15,17
Josh Mahura,SEA,0,17,17
Elias Pettersson,VAN,43,44,87
JT Miller,VAN,39,28,67
Jake DeBrusk,VAN,30,31,61
Brock Boeser,VAN,24,28,52
Conor Garland,VAN,22,34,56
Daniel Sprong,VAN,15,30,45
Pius Suter,VAN,12,14,26
Nils Hoglander,VAN,10,21,31
Dakota Joshua,VAN,10,16,26
Teddy Blueger,VAN,4,15,19
Danton Heinen,VAN,11,14,25
Kieffer Sherwood,VAN,3,18,21
Nils Aman,VAN,3,2,5
Phil Di Gisueppe,VAN,3,1,4
Quinn Hughes,VAN,10,30,40
Filip Hronek,VAN,3,25,28
Carson Soucy,VAN,2,13,15
Tyler Myers,VAN,3,14,17
Derek Forbort,VAN,0,10,10
Vincent Desharnais,VAN,0,14,14
Mark Friedman,VAN,0,1,1
Erik Brannstrom,VAN,1,7,8
Jack Eichel,VGK,40,36,76
Mark Stone,VGK,31,48,79
Tomas Hertl,VGK,28,39,67
William Karlsson,VGK,27,30,57
Ivan Barbashev,VGK,19,32,51
Victor Olofsson,VGK,34,16,50
Brett Howden,VGK,13,18,31
Alexander Holtz,VGK,13,19,32
Pavel Dorofeyev,VGK,18,14,32
Keegan Kolesar,VGK,11,10,21
Jonas Rondbjerg,VGK,6,18,24
Nicolas Roy,VGK,10,11,21
Alex Pietrangelo,VGK,11,28,39
Noah Hanafin,VGK,6,27,33
Shea Theodore,VGK,9,38,47
Brayden McNabb,VGK,1,8,9
Nick Hague,VGK,1,17,18
Zach Whitecloud,VGK,1,19,20
Brad Marchand,BOS,32,30,62
David Pastrnak,BOS,37,42,79
Elias Lindholm,BOS,26,49,75
Charlie Coyle,BOS,19,31,50
Pavel Zacha,BOS,12,31,43
Trent Frederic,BOS,16,33,49
Morgan Geekie,BOS,14,27,41
John Beecher,BOS,17,13,30
Mark Kastelic,BOS,16,11,27
Patrick Brown,BOS,6,9,15
Justin Brazeau,BOS,20,10,30
Max Jones,BOS,1,19,20
Charlie McAvoy,BOS,22,42,64
Hampus Lindholm,BOS,5,30,35
Brandon Carlo,BOS,2,16,18
Nikita Zadorov,BOS,3,23,26
Andrew Peeke,BOS,3,9,12
Mason Lohrei,BOS,0,7,7
Parker Wotherspoon,BOS,0,0,0
Tage Thompson,BUF,40,42,82
Alex Tuch,BUF,28,51,79
JJ Peterka,BUF,24,34,58
Dylan Cozens,BUF,27,21,48
Jack Quinn,BUF,14,35,49
Jason Zucker,BUF,22,28,50
Jordan Greenway,BUF,5,11,16
Zach Benson,BUF,7,17,24
Ryan McLeod,BUF,12,25,37
Sam Lafferty,BUF,13,8,21
Nicolas Aube-Kubel,BUF,3,11,14
Beck Malenstyn,BUF,4,5,9
Peyton Krebs,BUF,0,0,0
Rasmus Dahlin,BUF,16,29,45
Owen Power,BUF,2,14,16
Bowen Byram,BUF,6,8,14
Henri Jokijarju,BUF,3,14,17
Connor Clifton,BUF,1,11,12
Mattias Samuelsson,BUF,0,6,6
Jacob Bryson,BUF,0,2,2
Dylan Larkin,DET,35,40,75
Lucas Raymond,DET,23,34,57
Alex DeBrincat,DET,20,37,57
Patrick Kane,DET,29,28,57
JT Compher,DET,19,22,41
Vladimir Tarasenko,DET,24,29,53
Andrew Copp,DET,6,26,32
Michael Rasmussen,DET,13,22,35
Jonatan Berggren,DET,13,18,31
Joe Veleno,DET,8,13,21
Christian Fischer,DET,11,15,26
Tyler Motte,DET,4,9,13
Austin Watson,DET,4,8,12
Moritz Seider,DET,9,23,32
Ben Chiarot,DET,4,14,18
Jeff Petry,DET,3,16,19
Simon Edvinsson,DET,5,11,16
Erik Gustafsson,DET,1,18,19
Olli Maatta,DET,2,9,11
Justin Holl,DET,0,1,1
Matthew Tkachuk,FLA,27,52,79
Aleksander Barkov,FLA,39,39,78
Sam Reinhart,FLA,30,36,66
Sam Bennett,FLA,28,19,47
Carter Verhaeghe,FLA,26,30,56
Evan Rodrigues,FLA,9,26,35
Eetu Luostarainen,FLA,18,19,37
Jonah Gadjovich,FLA,5,22,27
Anton Lundell,FLA,6,15,21
Jesper Boqvist,FLA,12,11,23
AJ Greer,FLA,8,13,21
Tomas Nosek,FLA,2,9,11
Aaron Ekblad,FLA,10,28,38
Gustav Forsling,FLA,10,26,36
Dimitry Kulikov,FLA,2,14,16
Niko Mikkola,FLA,2,9,11
Nate Schmidt,FLA,2,8,10
Adam Boqvist,FLA,2,6,8
Uvis Balinskis,FLA,0,1,1
Tobias Bjornfoot,FLA,1,2,3
John Ludvig,FLA,2,1,3
Nick Suzuki,MTL,28,46,74
Cole Caufield,MTL,36,30,66
Juraj Slafkovsky,MTL,24,31,55
Patrik Laine,MTL,1,3,4
Kriby Dach,MTL,15,24,39
Alex Newhook,MTL,23,25,48
Josh Anderson,MTL,7,22,29
Christian Dvorak,MTL,8,10,18
Rafael Harvey-Pinard,MTL,10,16,26
Brendan Gallagher,MTL,4,9,13
Joel Armia,MTL,27,17,44
Jake Evans,MTL,6,14,20
Joshua Roy,MTL,11,17,28
Michael Pezzetta,MTL,0,2,2
Mike Matheson,MTL,16,37,53
David Savard,MTL,9,28,37
Kaiden Guhle,MTL,4,14,18
Justin Barron,MTL,0,17,17
Lane Hutson,MTL,1,4,5
Arber Xhekaj,MTL,0,17,17
Tim Stuetzle,OTT,24,45,69
Claude Giroux,OTT,44,54,98
Brady Tkachuk,OTT,26,57,83
Drake Batherson,OTT,32,39,71
Shane Pinto,OTT,13,22,35
Josh Norris,OTT,38,11,49
David Perron,OTT,24,39,63
Ridley Greig,OTT,14,31,45
Michael Amadio,OTT,23,19,42
Zack MacEwen,OTT,3,8,11
Noah Gregor,OTT,2,12,14
Nick Cousins,OTT,9,11,20
Jake Sanderson,OTT,6,26,32
Thomas Chabot,OTT,7,21,28
Artem Zub,OTT,3,12,15
Nick Jensen,OTT,1,29,30
Travis Hamonic,OTT,1,7,8
Jacob Bernard-Docker,OTT,1,8,9
Nikita Kucherov,TB,34,44,78
Brayden Point,TB,36,26,62
Jake Guentzel,TB,18,52,70
Brandon Hagel,TB,28,27,55
Anthony Cirelli,TB,17,39,56
Nicholas Paul,TB,22,24,46
Conor Sheary,TB,11,20,31
Mikey Eyssimont,TB,16,23,39
Cam Atkinson,TB,9,22,31
Zemgus Girgensons,TB,10,6,16
Luke Glendening,TB,5,5,10
Mitchell Chaffee,TB,11,8,19
Victor Hedman,TB,15,44,59
Erik Cernak,TB,6,22,28
Ryan McDonagh,TB,2,27,29
Darren Raddysh,TB,5,10,15
JJ Moser,TB,2,12,14
Nick Perbix,TB,3,9,12
Auston Matthews,TOR,43,32,75
William Nylander,TOR,22,39,61
Mitch Marner,TOR,37,40,77
John Tavares,TOR,23,23,46
Matthew Knies,TOR,22,29,51
Max Domi,TOR,10,36,46
Nicholas Robertson,TOR,15,24,39
Max Pacioretty,TOR,9,23,32
Pontus Holmberg,TOR,10,16,26
David Kampf,TOR,6,8,14
Connor Dewar,TOR,10,8,18
Bobby McMann,TOR,8,9,17
Ryan Reaves,TOR,0,1,1
Steven Lorentz,TOR,2,0,2
Calle Jarnkrok,TOR,1,2,3
Morgan Rielly,TOR,10,37,47
Chris Tanev,TOR,5,16,21
Oliver Ekman-Larsson,TOR,2,15,17
Jake McCabe,TOR,1,13,14
Simon Benoit,TOR,0,6,6
Timothy Liljgren,TOR,2,5,7
Conor Timmins,TOR,1,7,8
Sebastian Aho,CAR,38,44,82
Andrei Svechnikov,CAR,30,43,73
Seth Jarvis,CAR,33,40,73
Jesperi Kotkaniemi,CAR,17,23,40
Martin Necas,CAR,34,31,65
Jesper Fast,CAR,18,22,40
Jack Drury,CAR,5,19,24
Jordan Staal,CAR,6,7,13
Jack Roslovic,CAR,14,32,46
Tyson Jost,CAR,9,10,19
William Carrier,CAR,4,9,13
Jordan Martinook,CAR,12,19,31
Brendan Lemieux,CAR,1,3,4
Eric Robinson,CAR,0,2,2
Ryan Suzuki,CAR,0,2,2
Jaccob Slavin,CAR,8,23,31
Brent Burns,CAR,14,27,41
Sean Walker,CAR,2,19,21
Dimitry Orlov,CAR,1,15,16
Shayne Gostisbehere,CAR,4,16,20
Jalen Chatfield,CAR,2,10,12
Boone Jenner,CBJ,31,24,55
Kirill Marchenko,CBJ,34,15,49
Sean Monahan,CBJ,32,31,63
Adam Fantilli,CBJ,24,29,53
Kent Johnson,CBJ,19,32,51
Yegor Chinakhov,CBJ,27,21,48
Cole Sillinger,CBJ,2,29,31
James van Riemsdyk,CBJ,15,23,38
Dimitri Voronkov,CBJ,12,32,44
Sean Kuraly,CBJ,10,12,22
Mathieu Olivier,CBJ,4,9,13
Justin Danforth,CBJ,6,6,12
Gavin Brindley,CBJ,0,3,3
Zach Werenski,CBJ,12,49,61
Ivan Provorov,CBJ,3,16,19
Jordan Harris,CBJ,2,21,23
Damon Severson,CBJ,3,22,25
Erik Gudbranson,CBJ,2,10,12
Jack Johnson,CBJ,0,8,8
Travis Konecny,PHI,38,37,75
Owen Tippett,PHI,46,38,84
Tyson Foerster,PHI,25,13,38
Matvei Michkov,PHI,32,35,67
Sean Couturier,PHI,12,33,45
Joel Farabee,PHI,23,40,63
Scott Laughton,PHI,6,14,20
Morgan Frost,PHI,11,26,37
Noah Cates,PHI,7,17,24
Garnet Hathaway,PHI,9,16,25
Ryan Poehling,PHI,10,19,29
Bobby Brink,PHI,10,15,25
Nicolas Deslauriers,PHI,1,3,4
Travis Sanheim,PHI,17,40,57
Cam York,PHI,7,29,36
Nick Seeler,PHI,0,26,26
Jamie Drysdale,PHI,3,16,19
Erik Johnson,PHI,0,5,5
Rasmus Ristolainen,PHI,0,6,6
Sidney Crosby,PIT,25,59,84
Evgeni Malkin,PIT,39,39,78
Bryan Rust,PIT,39,35,74
Rickard Rakell,PIT,19,9,28
Michael Bunting,PIT,29,43,72
Drew O'Connor,PIT,14,21,35
Lars Eller,PIT,7,14,21
Kevin Hayes,PIT,8,21,29
Cody Glass,PIT,9,14,23
Noel Acciari,PIT,2,5,7
Blake Lizotte,PIT,9,19,28
Anthony Beauvilier,PIT,9,10,19
Jesse Puljujarvi,PIT,0,1,1
Erik Karlsson,PIT,17,40,57
Kris Letang,PIT,14,21,35
Marcus Pettersson,PIT,3,21,24
Ryan Graves,PIT,3,14,17
Matt Grzelyck,PIT,1,13,14
Sebastian Aho,PIT,3,6,9
Jack Hughes,NJ,47,35,82
Nico Hischier,NJ,25,69,94
Jesper Bratt,NJ,31,53,84
Timo Meier,NJ,29,24,53
Dawson Mercer,NJ,19,35,54
Erik Haula,NJ,19,32,51
Ondrej Palat,NJ,20,40,60
Tomas Tatar,NJ,28,17,45
Stefan Noesen,NJ,4,24,28
Curtis Lazar,NJ,7,17,24
Nathan Bastian,NJ,7,10,17
Paul Cotter,NJ,3,8,11
Dougie Hamilton,NJ,12,20,32
Jonas Siegenthaler,NJ,4,11,15
Brett Pesce,NJ,3,16,19
Brenden Dillon,NJ,3,10,13
Johnathan Kovacevic,NJ,0,5,5
Simon Nemec,NJ,0,8,8
Luke Hughes,NJ,1,3,4
Kurtis MacDermid,NJ,2,1,3
Nick DeSimone,NJ,0,2,2
Mat Barzal,NYI,27,44,71
Bo Horvat,NYI,32,40,72
Brock Nelson,NYI,39,35,74
Kyle Palmieri,NYI,26,23,49
Anthony Duclair,NYI,19,36,55
Maxim Tsyplakov,NYI,19,22,41
Anders Lee,NYI,21,13,34
JG Pageau,NYI,10,22,32
Simon Holmstrom,NYI,19,13,32
Casey Cizikas,NYI,7,10,17
Kyle MacLean,NYI,7,14,21
Oliver Wahlstrom,NYI,5,12,17
Hudson Fasching,NYI,1,1,2
Julien Gauthier,NYI,0,1,1
Pierre Engvall,NYI,1,2,3
Noah Dobson,NYI,5,25,30
Ryan Pulock,NYI,2,24,26
Adam Pelech,NYI,4,16,20
Alexander Romanov,NYI,0,18,18
Scott Mayfield,NYI,1,10,11
Mike Reilly,NYI,0,20,20
Samuel Bolduc,NYI,1,1,2
Artemi Panarin,NYR,34,51,85
Mika Zibanejad,NYR,42,48,90
Vincent Trocheck,NYR,28,48,76
Chris Kreider,NYR,29,21,50
Filip Chytil,NYR,24,33,57
Alexis Lafreniere,NYR,21,32,53
Kaapo Kakko,NYR,15,19,34
Reilly Smith,NYR,11,26,37
Will Cuylle,NYR,13,8,21
Matt Rempe,NYR,5,6,11
Jimmy Vesey,NYR,5,7,12
Sam Carrick,NYR,9,8,17
Adam Edstrom,NYR,0,4,4
Adam Fox,NYR,20,50,70
K'Andre Miller,NYR,3,19,22
Ryan Lindgren,NYR,0,22,22
Jacob Trouba,NYR,1,24,25
Zachary Jones,NYR,0,7,7
Braden Schneider,NYR,0,9,9
Chad Ruhwedel,NYR,2,0,2
Alexander Ovechkin,WSH,25,20,45
Tom Wilson,WSH,20,31,51
Dylan Strome,WSH,32,30,62
Pierre-Luc Dubois,WSH,9,35,44
Andrew Mangiapane,WSH,19,35,54
Connor McMichael,WSH,18,19,37
Sonny Milano,WSH,13,19,32
Hendrix Lapierre,WSH,13,19,32
Taylor Raddysh,WSH,8,10,18
Nic Dowd,WSH,17,10,27
Aliaksi Protas,WSH,5,19,24
Brandon Duhaime,WSH,8,8,16
TJ Oshie,WSH,0,0,0
John Carlson,WSH,12,29,41
Jakob Chychrun,WSH,10,14,24
Matt Roy,WSH,1,19,20
Rasmus Sandin,WSH,2,21,23
Trevor Van Riemsdyk,WSH,2,10,12
Martin Fehervary,WSH,1,3,4
Ethan Bear,WSH,0,2,2
Clayton Keller,UT,35,31,66
Barrett Hayton,UT,12,27,39
Nick Schmaltz,UT,26,38,64
Lawson Crouse,UT,31,29,60
Logan Cooley,UT,17,23,40
Dylan Guenther,UT,21,18,39
Mattias Maccelli,UT,16,20,36
Josh Doan,UT,11,23,34
Nick Bjugstad,UT,20,20,40
Alex Kerfoot,UT,9,17,26
Jack McBain,UT,9,15,24
Kevin Stenlund,UT,8,11,19
Michael Carcone,UT,1,1,2
Mikhail Sergachev,UT,11,35,46
Sean Durzi,UT,2,24,26
John Marino,UT,0,13,13
Juuso Valimaki,UT,0,17,17
Ian Cole,UT,0,3,3
Michael Kesselring,UT,0,15,15
Connor Bedard,CHI,20,28,48
Tyler Bertuzzi,CHI,22,38,60
Teuvo Teravainen,CHI,22,23,45
Andreas Athanasiou,CHI,21,24,45
Philip Kurashev,CHI,17,7,24
Taylor Hall,CHI,19,27,46
Jason Dickinson,CHI,7,15,22
Nick Foligno,CHI,11,15,26
Ilya Mikheyev,CHI,9,21,30
Craig Smith,CHI,5,5,10
Ryan Donato,CHI,6,15,21
Lukas Reichel,CHI,7,11,18
Joey Anderson,CHI,0,5,5
Patrick Maroon,CHI,0,0,0
Frank Nazar,CHI,0,2,2
Nolan Slaggert,CHI,1,4,5
Seth Jones,CHI,13,29,42
Alex Vlassic,CHI,4,16,20
Connor Murphy,CHI,2,14,16
Kevin Korchinski,CHI,2,7,9
Alec Martinez,CHI,2,2,4
TJ Brodie,CHI,0,14,14
Nathan MacKinnon,COL,40,39,79
Mikko Rantanen,COL,45,31,76
Jonathan Drouin,COL,30,45,75
Casey Mittelstadt,COL,16,29,45
Artturi Lehkonen,COL,19,27,46
Nikolai Kovalenko,COL,22,33,55
Ross Colton,COL,11,21,32
Miles Wood,COL,5,22,27
Logan O'Connor,COL,14,24,38
Parker Kelly,COL,4,6,10
Chris Wagner,COL,9,12,21
Joel Kiviranta,COL,5,8,13
Gabriel Landeskog,COL,2,2,4
Cale Makar,COL,22,28,50
Devon Toews,COL,6,36,42
Samuel Girard,COL,3,20,23
Josh Manson,COL,3,26,29
Oliver Kylington,COL,1,6,7
Calvin deHaan,COL,1,5,6
Keaton Middleton,COL,1,1,2
Jason Robertson,DAL,43,47,90
Roope Hintz,DAL,41,37,78
Wyatt Johnston,DAL,26,45,71
Jamie Benn,DAL,27,41,68
Tyler Seguin,DAL,24,25,49
Matt Duchene,DAL,27,41,68
Mason Marchment,DAL,13,24,37
Evgeni Dadonov,DAL,16,5,21
Logan Stankoven,DAL,8,27,35
Sam Steel,DAL,12,18,30
Colin Blackwell,DAL,7,21,28
Mavrik Bourque,DAL,9,13,22
Miro Heiskanen,DAL,6,43,49
Esa Lindell,DAL,10,29,39
Thomas Harley,DAL,3,13,16
Ilya Lyubushkin,DAL,1,11,12
Matt Dumba,DAL,0,9,9
Nils Lundkvist,DAL,3,7,10
Brendan Smith,DAL,1,0,1
Kirill Kaprizov,MIN,52,42,94
Matthew Boldy,MIN,34,32,66
Joel Eriksson-Ek,MIN,12,35,47
Mats Zuccarello,MIN,25,33,58
Marcus Foligno,MIN,23,25,48
Ryan Hartman,MIN,26,38,64
Frederick Gaudreau,MIN,8,23,31
Marcus Johansson,MIN,11,16,27
Marco Rossi,MIN,13,19,32
Marat Kushnutdinov,MIN,10,10,20
Yakov Trenin,MIN,6,7,13
Jakub Lauko,MIN,6,14,20
Liam Ohgren,MIN,2,2,4
Brock Faber,MIN,3,34,37
Jonas Brodin,MIN,5,11,16
Jared Spurgeon,MIN,2,21,23
Jake Middleton,MIN,0,17,17
Zach Bogosian,MIN,1,16,17
Jon Merrill,MIN,2,11,13
Filip Forsberg,NSH,43,31,74
Ryan O'Reilly,NSH,30,28,58
Jonathan Marchessault,NSH,32,36,68
